dong,2017,2022
월계동,1528,715
공릉동,1305,1214
중계동,2109,756
하계동,789,395
상계동,3894,2294
아현동,774,454
공덕동,819,1270
도화동,633,495
용강동,144,156
대흥동,308,300
염리동,252,198
신수동,596,262
서교동,308,1064
합정동,304,684
연남동,191,1014
상암동,320,728
망원동,740,1454
성산1동,721,2476
성산2동,858,2583
서강동,424,383
